epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ddpr_snapshot_error_m,wls_error_m,ddpr_snapshot_accepted,ddpr_snapshot_initial_rms_m,ddpr_snapshot_final_rms_m,ddpr_snapshot_shift_m,tdcp_truth_displacement_error_m,doppler_truth_displacement_error_m,imu_truth_displacement_error_m,ddpr_snapshot_pair_exclusion_positions,ddpr_snapshot_pair_exclusion_oracle_error_m,trusted_fix_anchor_error_m,trusted_fix_anchor_age_epochs,trusted_fix_anchor_ecef_x,trusted_fix_anchor_ecef_y,trusted_fix_anchor_ecef_z,ddpr_snapshot_ecef_x,ddpr_snapshot_ecef_y,ddpr_snapshot_ecef_z,ddpr_guard_ecef_x,ddpr_guard_ecef_y,ddpr_guard_ecef_z,ambiguities_reset,assignment_history_cleared,assignment_arc_slips,assignment_arc_slip_ids,stale_generation_holdover_basins,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,snapshot_loo_shadow_candidates,snapshot_loo_shadow_oracle_min_error_m,trusted_anchor_shadow_candidates,trusted_anchor_shadow_oracle_min_error_m,external_position_shadow_candidates,external_position_shadow_oracle_min_error_m,trusted_refinement_shadow_candidates,trusted_refinement_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,arc_shadow_candidates,arc_shadow_oracle_min_error_m,arc_shadow_oracle_rank,arc_shadow_compute_seconds,arc_completion_search_workspaces,respawn_excluded_satellite,widelane_candidate_pairs,widelane_fixed_pairs,widelane_dd_pairs,widelane_fix_rate,widelane_reason,n_dd_pr,n_dd_cp
584,177116.79999899864,-3961628.0322081903,3349287.234151016,3698222.203798085,0,0,0,0,1,1,1,0.8772006878847951,1.1274374381146515,3.523071758811447,26,4,0.027631717817460967,3.1442624183798062,3.780542697869277,0,,0.0,0.0,0,nan,0,0,,1,0.025351221517270695,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30953302029876184,1,3.7712486222639465,0.242834653116372,0.03737234905147643,4,0.8685419027918637,1.1161015310941473,3.1442624183798062,0.5183145251590635,nan,nan,nan,7.430226805007733,0,nan,nan,nan,0.047168823481962475,0.013234001999028775,nan,0,nan,0.8476952412818666,34,-3961626.6588920965,3349285.4237830522,3698221.4657694953,nan,nan,nan,-3961628.8523777877,3349286.7883121246,3698222.322166764,0,0,0,,0,0.08092467448952613,0,ffdb4b4b89c64064,128,12.722466230458869,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
585,177117.0,-3961627.7087835767,3349288.105476383,3698221.4493307276,0,0,0,0,1,1,1,0.957908557366239,1.1611392260146332,3.4889748716706035,25,0,0.01849871173585429,3.00357484237447,3.729307581759818,0,,0.0,0.0,0,nan,0,0,,1,0.017647245247269537,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.356601970674604,1,3.738030538120298,0.23148906897518115,0.04044947272483702,4,0.9658194412322976,1.1713864911955156,3.00357484237447,0.41279260577965865,0.01849871173585429,10.539465478320237,1.8136989485389818,7.532708149132544,1,5.0441915535457165,0.672216121540052,7.191452978824211,0.04433252369931766,0.06146676073944882,nan,0,nan,0.8698224865434455,35,-3961626.4846041524,3349286.348303251,3698220.785454094,-3961627.4246134763,3349286.820068525,3698220.7658235896,-3961628.632778823,3349287.6997267096,3698221.5940246885,5,0,34,"C21@L1_E1_B1@192039486,C21@L5_E5A_B2A@254828049,C22@L1_E1_B1@192039486,C22@L5_E5A_B2A@254828049,C34@L1_E1_B1@192039486,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C40@L1_E1_B1@192039486,C40@L5_E5A_B2A@254828049,C42@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E10@L1_E1_B1@190293673,E10@L5_E5A_B2A@254828049,E12@L1_E1_B1@190293673,E12@L5_E5A_B2A@254828049,E19@L1_E1_B1@190293673,E19@L5_E5A_B2A@254828049,E24@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E25@L5_E5A_B2A@254828049,G03@L1_E1_B1@190293673,G03@L5_E5A_B2A@254828049,G04@L1_E1_B1@190293673,G04@L5_E5A_B2A@254828049,G06@L5_E5A_B2A@254828049,G09@L1_E1_B1@190293673,G09@L5_E5A_B2A@254828049,G17@L1_E1_B1@190293673,G19@L1_E1_B1@190293673,G22@L1_E1_B1@190293673",0,0.07704456362808604,0,b1a86bbd955805a5,128,14.022839278046218,8,12,1,336,14,12,0,0.3208627855467662,45,0,nan,24,0.3208627855467662,0,nan,168,0.33783745911381846,0,nan,0,nan,0,nan,0,nan,-1,0.005988300021272153,0,,0,0,0,0.0,disabled,25,34
586,177117.20000004768,-3961627.5188386757,3349289.0177382915,3698220.8040863564,0,0,0,0,1,1,1,0.938225782111749,1.155143647700484,3.520618488448898,25,1,0.01849871173585429,3.025618897866777,3.7438555039007255,0,,0.0,0.0,0,nan,0,0,,1,0.016891241409957156,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3947769099476395,1,3.7529579075348307,0.24296272467802824,0.0350671422105165,3,0.9468291722291141,1.1658196192991834,3.025618897866777,0.4264912538137254,nan,nan,nan,8.079246896883593,0,nan,nan,nan,0.021591804265519217,0.06481443233616613,nan,0,nan,0.8506823076086575,36,-3961626.2512363605,3349287.247594958,3698220.1255476545,nan,nan,nan,-3961628.4471918745,3349288.6018674867,3698220.968420806,0,0,0,,0,0.08098757489267608,0,b1a86bbd955805a5,128,12.702004609955678,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
587,177117.39999890327,-3961627.384806063,3349289.9035784253,3698220.2217987645,0,0,0,0,1,1,1,0.9375319981910203,1.1477282404774471,3.6114713061132133,25,2,0.01849871173585429,3.0962323487380465,3.81579184780934,0,,0.0,0.0,0,nan,0,0,,1,0.04672863881012767,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41474830631776205,1,3.824725405880824,0.24281481231328908,0.0350671422105165,3,0.946067917296867,1.158421212709509,3.0962323487380465,0.4557525611919115,nan,nan,nan,18.754082178016006,0,nan,nan,nan,0.04116491615001987,0.14715165041324824,nan,0,nan,0.8866727381529056,37,-3961626.082134657,3349288.126228755,3698219.5032619187,nan,nan,nan,-3961628.321713788,3349289.4865761683,3698220.392948058,0,0,0,,0,0.08093827077109636,0,b1a86bbd955805a5,128,12.717421057987156,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
588,177117.59999990463,-3961627.2664916017,3349290.7303400845,3698219.687436278,0,0,0,0,1,1,1,0.933719691808002,1.144181638354125,3.7019045237968133,25,3,0.01849871173585429,3.166770799914212,3.8746598468647884,0,,0.0,0.0,0,nan,0,0,,1,0.06910651836879116,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4969130290753371,1,3.8833528644069535,0.24263376823237,0.0350671422105165,3,0.9422259784041862,1.154876456660554,3.166770799914212,0.4883468541009275,nan,nan,nan,17.851236863247745,0,nan,nan,nan,0.10052976066933837,0.15484568862049636,nan,0,nan,0.9718304551532118,38,-3961625.9491735515,3349288.9557278296,3698218.9488622793,nan,nan,nan,-3961628.204209718,3349290.3113748175,3698219.8605481535,0,0,0,,0,0.08087792274412334,0,b1a86bbd955805a5,128,12.736392383179851,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
589,177117.79999899864,-3961627.14095798,3349291.557791286,3698219.1499633607,0,0,0,0,1,1,1,0.9333248244205863,1.1436461990026632,3.7863333894565274,25,4,0.01849871173585429,3.2398319871343033,3.9409636571923707,0,,0.0,0.0,0,nan,0,0,,1,0.0201565020757612,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5473405026005015,0,3.949505054809829,0.2423021643326035,0.0350671422105165,3,0.9418296162756056,1.1543412045609578,3.2398319871343033,0.5190835233123292,nan,nan,nan,16.60206278443892,0,nan,nan,nan,0.016742303493509643,0.09356577523826748,nan,0,nan,0.9716342982375922,39,-3961625.7408263506,3349289.799553498,3698218.352194895,nan,nan,nan,-3961628.0787631576,3349291.138885991,3698219.323179872,0,0,0,,0,0.08076738811086782,0,b1a86bbd955805a5,128,12.771244933550864,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
590,177118.0,-3961626.69844719,3349292.3935005157,3698218.4378298894,0,0,0,0,1,1,1,1.0000478114066496,1.4017921770475383,3.7865337971885564,25,0,0.02523394802734615,3.0455950209734852,3.795502864460704,0,,0.0,0.0,0,nan,0,0,,1,0.01612974373657026,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4272303762913113,1,0.667824422261833,0.15497194019246052,0.030770581840650228,3,2.7992022248394997,3.3752106361464347,3.0455950209734852,0.4109301528063886,0.02523394802734615,10.9396564015864,1.7061785285960671,15.9458497311967,1,6.418419738171976,0.9567817985027421,17.28118767338966,0.007862820770021903,0.12481899517193391,nan,0,nan,0.9775537631381321,40,-3961625.5538495015,3349290.6034520585,3698217.772196502,-3961626.303482447,3349290.921411859,3698217.82177811,-3961627.902389145,3349291.911350091,3698218.743867574,8,0,29,"C21@L1_E1_B1@192039486,C21@L5_E5A_B2A@254828049,C22@L1_E1_B1@192039486,C22@L5_E5A_B2A@254828049,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C40@L5_E5A_B2A@254828049,C42@L1_E1_B1@192039486,C42@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E10@L1_E1_B1@190293673,E10@L5_E5A_B2A@254828049,E12@L1_E1_B1@190293673,E12@L5_E5A_B2A@254828049,E19@L1_E1_B1@190293673,E19@L5_E5A_B2A@254828049,E24@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E25@L5_E5A_B2A@254828049,G03@L1_E1_B1@190293673,G03@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L5_E5A_B2A@254828049,G09@L5_E5A_B2A@254828049,G17@L1_E1_B1@190293673",0,0.07701762940459966,0,f4d5b9b014e28d97,128,14.032804839744907,8,12,1,336,14,12,0,0.6342671567882736,30,0,nan,24,0.6342671567882736,0,nan,168,0.2395656632592344,0,nan,0,nan,0,nan,0,nan,-1,0.00427440000930801,0,,0,0,0,0.0,disabled,25,32
591,177118.20000004768,-3961626.5467358036,3349293.1869698754,3698217.916593209,0,0,0,0,1,1,1,0.9876578903051489,1.411806842950681,3.864465830436775,25,1,0.02523394802734615,3.0951109701689927,3.8378525196527953,0,,0.0,0.0,0,nan,0,0,,1,0.020719478735193347,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3455581072086349,1,3.087235223045494,0.16192934794594088,0.01710886269231301,3,1.1594880952201099,1.0266268406026204,3.0951109701689927,0.4282822614531775,nan,nan,nan,16.556904887840822,0,nan,nan,nan,0.021939239009914215,0.10209842909011654,nan,0,nan,0.9782369859207773,41,-3961625.375267279,3349291.399071116,3698217.1879192297,nan,nan,nan,-3961627.773201978,3349292.6911493707,3698218.2493870244,0,0,0,,0,0.08093158422569251,0,f4d5b9b014e28d97,128,12.719346910612327,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
592,177118.39999890327,-3961626.4171853852,3349293.912773702,3698217.448518898,0,0,0,0,1,1,1,0.9768239053553082,1.406529441669606,3.9361304077346513,25,2,0.02523394802734615,3.1414734793850028,3.8674611864539234,0,,0.0,0.0,0,nan,0,0,,1,0.0060093296805525985,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29654136750451215,1,0.7527618758601944,0.16174342169969888,0.025425900023498406,3,2.800137672085316,3.3941078540278675,3.1414734793850028,0.4633691187561976,nan,nan,nan,16.664981327213596,0,nan,nan,nan,0.033107291849941496,0.1440213259577071,nan,0,nan,0.9470912291843469,42,-3961625.170139516,3349292.140815881,3698216.6229985035,nan,nan,nan,-3961627.6520649437,3349293.40697364,3698217.791079734,0,0,0,,0,0.08083850211838754,0,f4d5b9b014e28d97,128,12.748507398433889,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
593,177118.59999990463,-3961626.3187482413,3349294.632152361,3698217.05720969,0,0,0,0,1,1,1,0.9750323674926751,1.404384076633486,4.062345144242414,25,3,0.02523394802734615,3.245178731226177,3.954307577062615,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3815385595093203,1,0.8510181318718781,0.161553292875313,0.025462063469250933,3,2.7962424128399346,3.3936642137729334,3.245178731226177,0.5008926781835115,nan,nan,nan,16.79050364479558,0,nan,nan,nan,nan,0.2079270306909937,nan,0,nan,1.0855603571894528,43,-3961625.0469247736,3349292.874390492,3698216.2442202745,nan,nan,nan,-3961627.5573289446,3349294.125677301,3698217.4049309385,0,0,0,,0,0.08072817586497134,0,f4d5b9b014e28d97,128,12.783272705577533,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
594,177118.79999899864,-3961626.2379565523,3349295.318135834,3698216.6641537887,0,0,0,0,1,1,1,0.9740954124592088,1.4035786371646914,4.1846302868682175,25,4,0.02523394802734615,3.3462057767635347,4.038465817526706,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4926061041725822,1,0.9716214793068074,0.16137274880178137,0.02555568108207228,3,2.7967311079479167,3.3943968563113205,3.3462057767635347,0.5479266032281337,nan,nan,nan,17.665258397032787,0,nan,nan,nan,nan,0.17267004390698473,nan,0,nan,1.1863537572454286,44,-3961624.9413835513,3349293.5440124683,3698215.82014708,nan,nan,nan,-3961627.4780271905,3349294.8107634233,3698217.0127327587,0,0,0,,0,0.08061908427090089,0,f4d5b9b014e28d97,128,12.817834837482087,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
595,177119.0,-3961625.8321111077,3349295.996685142,3698215.875110458,0,0,1,1,1,1,1,0.23613559422576763,1.6239010619777932,4.19670814165101,25,0,0.050349121884228694,3.052562556132812,3.081461943879339,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21510612655349684,1,3.1596822985669974,0.4646948283076584,0.08609383253318441,8,0.30953512511327724,1.5362516854806336,3.052562556132812,0.41038650042850167,0.050349121884228694,9.181308387039937,2.2491132363065773,16.63393883749212,1,7.33243510406029,1.7004876353650176,17.71307683347989,nan,0.163268657744629,nan,0,nan,1.2741934592041608,45,-3961624.781313053,3349294.2035983205,3698215.4430780327,-3961625.539373381,3349294.7530469154,3698215.912614116,-3961627.2846872425,3349295.4629849824,3698216.6074633976,13,0,30,"C21@L1_E1_B1@192039486,C21@L5_E5A_B2A@254828049,C22@L1_E1_B1@192039486,C22@L5_E5A_B2A@254828049,C34@L1_E1_B1@192039486,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C40@L5_E5A_B2A@254828049,C42@L1_E1_B1@192039486,C42@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E04@L5_E5A_B2A@254828049,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E10@L1_E1_B1@190293673,E10@L5_E5A_B2A@254828049,E12@L1_E1_B1@190293673,E12@L5_E5A_B2A@254828049,E19@L1_E1_B1@190293673,E19@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E25@L5_E5A_B2A@254828049,G03@L1_E1_B1@190293673,G03@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L5_E5A_B2A@254828049,G09@L5_E5A_B2A@254828049,G17@L1_E1_B1@190293673",0,0.07721775863709808,0,4733a4435edd68a7,128,13.962434004200968,8,12,1,336,14,12,0,1.0129969483599204,34,0,nan,24,1.0129969483599204,0,nan,168,0.21510612655349684,0,nan,0,nan,0,nan,0,nan,-1,0.0038562000263482332,0,,0,0,0,0.0,disabled,25,31
596,177119.20000004768,-3961625.725770271,3349296.6476129466,3698215.463960992,0,0,1,1,1,1,1,0.2694893653220808,1.6530577227615317,4.332280789605102,25,1,0.050349121884228694,3.110084101701571,3.1664047967414315,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.33430934732407613,1,3.2460496665688643,0.48377712751982255,0.08372453401161836,8,0.3480316178290714,1.5649963116849563,3.110084101701571,0.43166535392605787,nan,nan,nan,18.29477637717627,0,nan,nan,nan,nan,0.19183978789108544,nan,0,nan,1.402635973439704,46,-3961624.7026839596,3349294.8279962833,3698215.0686216466,nan,nan,nan,-3961627.2279542168,3349296.0884132953,3698216.256298711,0,0,0,,0,0.08061684461881807,0,4733a4435edd68a7,128,12.817817156400828,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
597,177119.39999890327,-3961625.6840060293,3349297.298431407,3698215.170968222,0,0,1,1,1,1,1,0.2974713057056889,1.654340676998261,4.547081362384411,25,2,0.050349121884228694,3.271773041696898,3.363738046904383,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5958719618958556,0,3.445693183022553,0.482308169552255,0.08379365881936092,8,0.3790268045804456,1.566120562719451,3.271773041696898,0.4750055195085359,nan,nan,nan,16.07266951684661,0,nan,nan,nan,nan,0.2828714050432982,nan,0,nan,1.6346717769661376,47,-3961624.650986081,3349295.503147053,3698214.81729843,nan,nan,nan,-3961627.2030418958,3349296.740227143,3698215.997202469,0,0,0,,0,0.08036875100656149,0,4733a4435edd68a7,128,12.896315200950403,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
598,177119.59999990463,-3961625.6213396373,3349297.9153020186,3698214.9082890265,0,0,1,1,1,1,1,0.30535344808276543,1.6541454648495084,4.716866231260873,25,3,0.050349121884228694,3.4194163669379956,3.5241151999524516,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8035293636924054,0,3.6079298044868615,0.4815946685523762,0.08389193328764151,8,0.38680565445946785,1.5658796102250212,3.4194163669379956,0.5220003780721191,nan,nan,nan,14.64655654185384,0,nan,nan,nan,nan,0.20895375409564582,nan,0,nan,1.7850866781889105,48,-3961624.5345724355,3349296.116707924,3698214.540305483,nan,nan,nan,-3961627.1412216662,3349297.353187388,3698215.7418341157,0,0,0,,0,0.08024320012717817,0,4733a4435edd68a7,128,12.936633878669065,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
599,177119.79999899864,-3961625.5882411795,3349298.506414515,3698214.6956870235,0,0,1,1,1,1,1,0.3101439651066314,1.6539152699095818,4.928880888061845,25,4,0.050349121884228694,3.6074478746561445,3.7268107785361813,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.0564628417356048,0,3.812495913260806,0.4805643588590489,0.08403318071340371,8,0.3919224247875865,1.5656101970938237,3.6074478746561445,0.574638724337076,nan,nan,nan,9.999393253175777,0,nan,nan,nan,nan,0.28343054101000836,nan,0,nan,2.016042747929539,49,-3961624.4788796646,3349296.703041069,3698214.3346019024,nan,nan,nan,-3961627.1105560292,3349297.9428296955,3698215.5336536546,0,0,0,,0,0.08006263398887815,0,4733a4435edd68a7,128,12.994878649383418,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
600,177120.0,-3961625.097246153,3349299.0334628243,3698213.7384301024,0,0,0,1,0,1,1,0.22362977231603992,2.3512332447267785,5.053365687371867,25,0,0.13060920781399565,3.0827191787996826,3.1696213426764155,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.1393028178716471,0,3.1982875318888464,0.29391202747897255,0.11257263305995045,4,0.23996333666965636,2.3288674417823363,3.0827191787996826,0.4089018351452639,0.13060920781399565,7.696825559801898,3.13991501206974,15.732094823512046,1,7.776067230968339,2.851985817577495,16.570827606795465,nan,0.30047511042144265,nan,0,nan,2.2611454928536254,50,-3961624.4278916563,3349297.2440385553,3698214.163388413,-3961625.3287897063,3349297.8605029928,3698214.4531621886,-3961627.004987667,3349298.498357478,3698215.2962397393,13,0,28,"C21@L1_E1_B1@192039486,C22@L1_E1_B1@192039486,C22@L5_E5A_B2A@254828049,C34@L1_E1_B1@192039486,C38@L1_E1_B1@192039486,C38@L5_E5A_B2A@254828049,C40@L5_E5A_B2A@254828049,C42@L1_E1_B1@192039486,C42@L5_E5A_B2A@254828049,C44@L1_E1_B1@192039486,C44@L5_E5A_B2A@254828049,E04@L1_E1_B1@190293673,E09@L1_E1_B1@190293673,E09@L5_E5A_B2A@254828049,E10@L1_E1_B1@190293673,E10@L5_E5A_B2A@254828049,E12@L1_E1_B1@190293673,E12@L5_E5A_B2A@254828049,E19@L1_E1_B1@190293673,E19@L5_E5A_B2A@254828049,E25@L1_E1_B1@190293673,E25@L5_E5A_B2A@254828049,G03@L1_E1_B1@190293673,G03@L5_E5A_B2A@254828049,G04@L5_E5A_B2A@254828049,G06@L5_E5A_B2A@254828049,G09@L5_E5A_B2A@254828049,G17@L1_E1_B1@190293673",0,0.07347800686974314,0,fe403296f2e79571,128,15.124179370481434,8,12,1,336,14,12,0,2.174909648950192,47,0,nan,24,2.174909648950192,0,nan,168,1.1980906062421297,2,1.1381969284645796,0,nan,0,nan,0,nan,-1,0.0054919999674893916,0,,0,0,0,0.0,disabled,25,31
601,177120.20000004768,-3961625.0409653243,3349299.579886581,3698213.465623044,0,0,0,1,0,1,1,0.2913869351406576,2.4342862764089,5.328739956870118,25,1,0.13060920781399565,3.1920479898289735,3.3346675549424347,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.34903091186593,0,3.363474534912748,0.2943211982943574,0.11257263305995044,4,0.3093972326754055,2.411788006129614,3.1920479898289735,0.43776700010032266,nan,nan,nan,15.974735970482874,0,nan,nan,nan,nan,0.34364122014925186,nan,0,nan,2.554131667913683,51,-3961624.4485024735,3349297.7685858626,3698214.023862583,nan,nan,nan,-3961627.0371301817,3349299.027093579,3698215.160638873,0,0,0,,0,0.07358029957358934,0,fe403296f2e79571,128,14.727703233400039,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
602,177120.40000009537,-3961625.059561904,3349300.136030404,3698213.3214932214,0,0,0,1,0,1,1,0.3322034085358862,2.4450841879186274,5.642869735204669,25,2,0.13060920781399565,3.4247313997923006,3.6146992161903215,0,,0.0,0.0,0,nan,0,0,,1,0.01534694995747754,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.3872597532890532,0,3.64358809952687,0.2907423449001005,0.11257263305995044,4,0.3512685855752306,2.4225422707726167,3.4247313997923006,0.4945414142965628,nan,nan,nan,22.70598499554338,0,nan,nan,nan,0.010679079802760522,0.3488070221324679,nan,0,nan,2.557153633778601,52,-3961624.3337801117,3349298.282201025,3698213.645987727,nan,nan,nan,-3961627.083117833,3349299.588383436,3698215.066886274,0,0,0,,0,0.07268558622502512,0,fe403296f2e79571,128,14.94968608689995,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
603,177120.59999990463,-3961625.049661002,3349300.6243357006,3698213.1829414093,0,0,0,1,0,1,1,0.34203001423951984,2.447812132143729,5.870557864538621,25,3,0.13060920781399565,3.6126642120251655,3.8152526321626525,0,,0.0,0.0,0,nan,0,0,,1,0.011363673706950817,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5103615910557961,0,3.8441669142973427,0.29115041483544035,0.11257263305995045,4,0.36068524445614236,2.4252665119122785,3.6126642120251655,0.552020966343133,nan,nan,nan,16.727148898933333,0,nan,nan,nan,0.029032820295889127,0.25030516551470333,nan,0,nan,2.5393168927872645,53,-3961624.189635331,3349298.7578560463,3698213.281041433,nan,nan,nan,-3961627.07513867,3349300.0675477628,3698214.939833314,0,0,0,,0,0.07278760370886009,0,fe403296f2e79571,128,14.945207121115963,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,-1,0.0,0,,0,0,0,0.0,disabled,0,0
