blocked_x,blocked_y,blocked_z,city,epoch,gps_tow,robust_x,robust_y,robust_z,run,segment_label,start_epoch,truth_x,truth_y,truth_z
-3810155.809406,3567736.389992,3653043.623313,nagoya,89,555934.399999,-3810184.696825,3567786.019791,3653085.401076,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810156.150066,3567736.045843,3653043.359955,nagoya,90,555934.600000,-3810185.068358,3567785.687925,3653084.740393,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810156.481939,3567735.849913,3653043.398423,nagoya,91,555934.799999,-3810185.018653,3567785.317303,3653084.230893,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.147000,3653045.868000
-3810156.870334,3567735.516895,3653043.378059,nagoya,92,555935.000000,-3810185.383194,3567785.467881,3653083.932840,run2,nagoya_run2_seg983,983,-3810124.376000,3567832.146000,3653045.868000
-3810157.021716,3567735.519163,3653043.238838,nagoya,93,555935.200000,-3810185.900828,3567785.162710,3653083.270335,run2,nagoya_run2_seg983,983,-3810124.375000,3567832.146000,3653045.868000
-3810157.331014,3567735.415735,3653043.230522,nagoya,94,555935.399999,-3810186.246679,3567785.132944,3653082.658977,run2,nagoya_run2_seg983,983,-3810124.375000,3567832.147000,3653045.867000
-3810157.558525,3567735.152064,3653043.184707,nagoya,95,555935.600000,-3810186.824509,3567784.444143,3653082.771470,run2,nagoya_run2_seg983,983,-3810124.371000,3567832.141000,3653045.874000
-3810157.821944,3567734.937302,3653043.376257,nagoya,96,555935.799999,-3810186.461397,3567784.490717,3653082.152671,run2,nagoya_run2_seg983,983,-3810124.359000,3567832.131000,3653045.895000
-3810158.140535,3567734.843810,3653043.635513,nagoya,97,555936.000000,-3810187.468201,3567784.270879,3653082.730690,run2,nagoya_run2_seg983,983,-3810124.340000,3567832.112000,3653045.934000
-3810158.191513,3567735.018448,3653043.607551,nagoya,98,555936.200000,-3810188.036656,3567783.841721,3653082.975368,run2,nagoya_run2_seg983,983,-3810124.303000,3567832.073000,3653046.009000
-3810157.998473,3567734.960741,3653043.562249,nagoya,99,555936.399999,-3810188.119544,3567783.251687,3653082.179631,run2,nagoya_run2_seg983,983,-3810124.243000,3567832.010000,3653046.131000
