city,run,config,systems,weight_scale,epoch_index,gps_tow,n_sat,error_2d,error_3d,est_x,est_y,est_z
tokyo,run1,"G,E,J","G,E,J",-,11811,189853.400000,18,71.750205,72.383506,-3961817.951426,3348959.458116,3698316.881059
tokyo,run1,"G,E,J","G,E,J",-,11812,189853.599999,18,71.728772,72.359823,-3961817.904089,3348959.446353,3698316.910313
tokyo,run1,"G,E,J","G,E,J",-,11813,189853.800000,18,71.814128,72.446083,-3961817.984867,3348959.402714,3698316.885072
tokyo,run1,"G,E,J","G,E,J",-,11814,189854.000000,18,71.844480,72.481507,-3961818.018381,3348959.391396,3698316.928916
tokyo,run1,"G,E,J","G,E,J",-,11815,189854.199999,18,71.749679,72.380523,-3961817.936366,3348959.446098,3698316.875870
tokyo,run1,"G,E,J","G,E,J",-,11816,189854.400000,18,71.724743,72.363898,-3961817.941069,3348959.482875,3698316.942795
tokyo,run1,"G,E,J","G,E,J",-,11817,189854.599999,18,71.776111,72.427130,-3961818.013332,3348959.476884,3698317.029939
tokyo,run1,"G,E,J","G,E,J",-,11818,189854.800000,18,71.677250,72.351195,-3961818.043151,3348959.631630,3698317.138822
tokyo,run1,"G,E,J","G,E,J",-,11819,189855.000000,17,68.535347,70.388568,-3961817.531571,3348963.573471,3698324.759021
tokyo,run1,"G,E,J","G,E,J",-,11820,189855.199999,18,71.530440,72.236916,-3961818.113670,3348959.883212,3698317.224807
tokyo,run1,"G,E,J","G,E,J",-,11821,189855.400000,18,71.555341,72.249509,-3961818.076924,3348959.819534,3698317.172197
tokyo,run1,"G,E,J","G,E,J",-,11822,189855.599999,18,71.539390,72.267374,-3961818.217212,3348959.958997,3698317.309992
tokyo,run1,"G,E,J","G,E,J",-,11823,189855.800000,18,71.473307,72.181832,-3961818.149625,3348959.987988,3698317.110596
tokyo,run1,"G,E,J","G,E,J",-,11824,189856.000000,18,71.456771,72.173792,-3961818.136815,3348959.999017,3698317.216242
tokyo,run1,"G,E,J","G,E,J",-,11825,189856.199999,18,71.501396,72.190800,-3961818.062848,3348959.877944,3698317.069044
tokyo,run1,"G,E,J","G,E,J",-,11826,189856.399999,18,71.500773,72.189487,-3961818.073519,3348959.887713,3698317.040235
tokyo,run1,"G,E,J","G,E,J",-,11827,189856.600000,18,71.495814,72.198828,-3961818.058573,3348959.882138,3698317.237634
tokyo,run1,"G,E,J","G,E,J",-,11828,189856.800000,18,71.472983,72.195663,-3961818.148839,3348959.988148,3698317.284093
tokyo,run1,"G,E,J","G,E,J",-,11829,189857.000000,18,71.469901,72.183127,-3961818.103373,3348959.953765,3698317.247768
tokyo,run1,"G,E,J","G,E,J",-,11830,189857.199999,18,71.460802,72.180168,-3961818.142782,3348959.998835,3698317.239128
tokyo,run1,"G,E,J","G,E,J",-,11831,189857.399999,18,71.550698,72.275965,-3961818.229482,3348959.954423,3698317.269496
tokyo,run1,"G,E,J","G,E,J",-,11832,189857.600000,18,71.534780,72.288712,-3961818.311183,3348960.044626,3698317.444020
tokyo,run1,"G,E,J","G,E,J",-,11833,189857.800000,18,71.483749,72.239956,-3961818.327006,3348960.124460,3698317.376098
tokyo,run1,"G,E,J","G,E,J",-,11834,189858.000000,18,71.633534,72.368065,-3961818.368001,3348959.962808,3698317.236789
tokyo,run1,"G,E,J","G,E,J",-,11835,189858.199999,17,70.045708,72.103806,-3961820.290622,3348963.745436,3698323.484497
tokyo,run1,"G,E,J","G,E,J",-,11836,189858.399999,18,71.727768,72.486892,-3961818.543060,3348959.987386,3698317.334513
tokyo,run1,"G,E,J","G,E,J",-,11837,189858.600000,17,70.340391,72.314393,-3961820.246677,3348963.325994,3698323.353987
tokyo,run1,"G,E,J","G,E,J",-,11838,189858.800000,18,71.868403,72.629317,-3961818.563493,3348959.821144,3698317.501071
tokyo,run1,"G,E,J","G,E,J",-,11839,189859.000000,18,71.660339,72.396013,-3961818.311241,3348959.880346,3698317.388431
tokyo,run1,"G,E,J","G,E,J",-,11840,189859.199999,18,71.831744,72.547318,-3961818.427586,3348959.753613,3698317.155247
tokyo,run1,"G,E,J","G,E,J",-,11841,189859.399999,18,71.855491,72.581961,-3961818.501307,3348959.784809,3698317.184515
tokyo,run1,"G,E,J","G,E,J",-,11842,189859.600000,18,71.855258,72.575103,-3961818.462798,3348959.752589,3698317.173766
tokyo,run1,"G,E,J","G,E,J",-,11843,189859.800000,18,71.946898,72.658124,-3961818.512302,3348959.674384,3698317.096925
tokyo,run1,"G,E,J","G,E,J",-,11844,189860.000000,18,71.882946,72.601757,-3961818.511244,3348959.757223,3698317.108758
tokyo,run2,"G,E,J","G,E,J",-,0,177000.000000,24,43.032935,46.633460,-3961804.852772,3348986.176249,3698321.204053
tokyo,run2,"G,E,J","G,E,J",-,1,177000.200000,24,43.020690,46.624880,-3961804.866979,3348986.205464,3698321.174756
tokyo,run2,"G,E,J","G,E,J",-,2,177000.400000,24,42.999544,46.546968,-3961804.724324,3348986.110332,3698321.151485
tokyo,run2,"G,E,J","G,E,J",-,3,177000.600000,24,42.983051,46.487941,-3961804.631496,3348986.052794,3698321.105398
tokyo,run2,"G,E,J","G,E,J",-,4,177000.800000,24,43.009706,46.556852,-3961804.730262,3348986.101956,3698321.154923
tokyo,run2,"G,E,J","G,E,J",-,5,177001.000000,24,42.918497,46.453053,-3961804.659670,3348986.162997,3698321.087599
tokyo,run2,"G,E,J","G,E,J",-,6,177001.199999,24,42.811298,46.370905,-3961804.582935,3348986.236374,3698321.178649
tokyo,run2,"G,E,J","G,E,J",-,7,177001.399999,24,42.822127,46.419753,-3961804.626547,3348986.257582,3698321.286198
tokyo,run2,"G,E,J","G,E,J",-,8,177001.600000,24,42.781930,46.368103,-3961804.582051,3348986.272882,3698321.255037
tokyo,run2,"G,E,J","G,E,J",-,9,177001.800000,24,42.740883,46.280336,-3961804.462985,3348986.225328,3698321.202082
tokyo,run2,"G,E,J","G,E,J",-,10,177002.000000,23,41.805021,45.007988,-3961802.940167,3348986.155206,3698321.040912
tokyo,run2,"G,E,J","G,E,J",-,11,177002.200000,23,41.848984,45.027116,-3961802.951089,3348986.107148,3698320.971776
tokyo,run2,"G,E,J","G,E,J",-,12,177002.399999,23,41.837974,45.021716,-3961802.931901,3348986.105053,3698321.016528
tokyo,run2,"G,E,J","G,E,J",-,13,177002.600000,23,41.839082,45.000583,-3961802.923071,3348986.096557,3698320.930497
tokyo,run2,"G,E,J","G,E,J",-,14,177002.799999,23,41.858646,45.011361,-3961802.886114,3348986.039166,3698320.986885
tokyo,run2,"G,E,J","G,E,J",-,15,177003.000000,24,43.127717,46.606904,-3961804.750618,3348985.967204,3698320.988612
tokyo,run2,"G,E,J","G,E,J",-,16,177003.200000,24,43.125066,46.584727,-3961804.734383,3348985.958187,3698320.924661
tokyo,run2,"G,E,J","G,E,J",-,17,177003.399999,24,42.978334,46.455612,-3961804.582797,3348986.017802,3698321.062561
tokyo,run2,"G,E,J","G,E,J",-,18,177003.600000,24,43.060346,46.509025,-3961804.620043,3348985.943174,3698320.988219
tokyo,run2,"G,E,J","G,E,J",-,19,177003.799999,24,43.043297,46.565372,-3961804.736102,3348986.064201,3698321.081610
tokyo,run2,"G,E,J","G,E,J",-,20,177004.000000,24,43.038009,46.569238,-3961804.770746,3348986.102002,3698321.050070
tokyo,run2,"G,E,J","G,E,J",-,21,177004.200000,24,43.060650,46.633494,-3961804.804316,3348986.097427,3698321.212577
tokyo,run2,"G,E,J","G,E,J",-,22,177004.400000,24,43.071854,46.663658,-3961804.839058,3348986.111854,3698321.251081
tokyo,run2,"G,E,J","G,E,J",-,23,177004.599999,24,43.046276,46.671312,-3961804.853819,3348986.156734,3698321.334027
tokyo,run2,"G,E,J","G,E,J",-,24,177004.799999,24,42.905940,46.596747,-3961804.878627,3348986.363131,3698321.363896
tokyo,run2,"G,E,J","G,E,J",-,25,177005.000000,24,42.942361,46.633944,-3961804.883014,3348986.317673,3698321.416215
tokyo,run2,"G,E,J","G,E,J",-,26,177005.200000,24,43.000328,46.660567,-3961804.872411,3348986.232492,3698321.386095
tokyo,run2,"G,E,J","G,E,J",-,27,177005.400000,24,42.999231,46.678658,-3961804.922755,3348986.277668,3698321.376171
tokyo,run2,"G,E,J","G,E,J",-,28,177005.599999,24,42.969976,46.667338,-3961804.905546,3348986.300106,3698321.443068
tokyo,run2,"G,E,J","G,E,J",-,29,177005.799999,24,42.767155,46.406535,-3961804.608368,3348986.312022,3698321.422578
tokyo,run2,"G,E,J","G,E,J",-,30,177006.000000,23,41.710748,45.019488,-3961802.969898,3348986.303252,3698321.330616
tokyo,run2,"G,E,J","G,E,J",-,31,177006.200000,23,41.752193,45.051761,-3961803.016380,3348986.288385,3698321.266562
tokyo,run2,"G,E,J","G,E,J",-,32,177006.400000,23,41.756210,45.075803,-3961803.111891,3348986.364505,3698321.189108
tokyo,run2,"G,E,J","G,E,J",-,33,177006.599999,23,41.796893,45.077123,-3961803.064435,3348986.270920,3698321.157638
tokyo,run2,"G,E,J","G,E,J",-,34,177006.799999,23,41.784434,45.112244,-3961803.126458,3348986.339575,3698321.242903
tokyo,run2,"G,E,J","G,E,J",-,35,177007.000000,23,41.760679,45.099894,-3961803.114898,3348986.360772,3698321.279998
tokyo,run2,"G,E,J","G,E,J",-,36,177007.200000,23,41.788679,45.111533,-3961803.150120,3348986.354434,3698321.183229
tokyo,run2,"G,E,J","G,E,J",-,37,177007.400000,24,42.813712,46.406084,-3961804.678210,3348986.316289,3698321.152176
tokyo,run2,"G,E,J","G,E,J",-,38,177007.599999,24,42.937687,46.489957,-3961804.712195,3348986.182857,3698321.099717
tokyo,run2,"G,E,J","G,E,J",-,39,177007.799999,24,42.847153,46.425187,-3961804.737733,3348986.326824,3698321.027045
tokyo,run2,"G,E,J","G,E,J",-,40,177008.000000,24,42.862385,46.393481,-3961804.680928,3348986.259414,3698320.943605
tokyo,run2,"G,E,J","G,E,J",-,41,177008.199999,24,42.938286,46.434973,-3961804.693724,3348986.171617,3698320.880170
tokyo,run2,"G,E,J","G,E,J",-,42,177008.400000,24,42.852919,46.282621,-3961804.497925,3348986.116335,3698320.806480
tokyo,run2,"G,E,J","G,E,J",-,43,177008.599999,24,42.883617,46.313518,-3961804.542123,3348986.115046,3698320.771836
tokyo,run2,"G,E,J","G,E,J",-,44,177008.800000,23,41.947024,45.076464,-3961802.969788,3348985.995050,3698320.857541
tokyo,run2,"G,E,J","G,E,J",-,45,177009.000000,23,41.971188,45.051376,-3961802.956458,3348985.953416,3698320.685428
tokyo,run2,"G,E,J","G,E,J",-,46,177009.199999,23,42.009243,45.078811,-3961802.960568,3348985.906867,3698320.685024
tokyo,run2,"G,E,J","G,E,J",-,47,177009.400000,23,41.947993,45.099336,-3961803.048698,3348986.061458,3698320.816604
tokyo,run2,"G,E,J","G,E,J",-,48,177009.599999,23,41.967162,45.146195,-3961803.116300,3348986.093675,3698320.851031
tokyo,run2,"G,E,J","G,E,J",-,49,177009.800000,23,41.979953,45.132696,-3961803.125729,3348986.086287,3698320.729271
tokyo,run2,"G,E,J","G,E,J",-,50,177010.000000,23,41.972729,45.138499,-3961803.151356,3348986.117740,3698320.732141
tokyo,run2,"G,E,J","G,E,J",-,51,177010.199999,23,41.987221,45.118837,-3961803.126076,3348986.078217,3698320.639697
tokyo,run2,"G,E,J","G,E,J",-,52,177010.400000,23,41.988083,45.078444,-3961803.038321,3348986.002197,3698320.607877
tokyo,run2,"G,E,J","G,E,J",-,53,177010.599999,23,41.984534,45.069894,-3961803.018316,3348985.989613,3698320.615752
tokyo,run2,"G,E,J","G,E,J",-,54,177010.800000,23,42.043153,45.083019,-3961802.995080,3348985.893574,3698320.530366
tokyo,run2,"G,E,J","G,E,J",-,55,177011.000000,23,42.040963,45.091891,-3961803.031964,3348985.928385,3698320.511616
tokyo,run2,"G,E,J","G,E,J",-,56,177011.199999,24,42.970768,46.364527,-3961804.568243,3348986.024474,3698320.690142
tokyo,run2,"G,E,J","G,E,J",-,57,177011.400000,24,42.882684,46.250309,-3961804.441935,3348986.031831,3698320.669021
tokyo,run2,"G,E,J","G,E,J",-,58,177011.599999,24,42.948678,46.339215,-3961804.560640,3348986.048198,3698320.654799
tokyo,run2,"G,E,J","G,E,J",-,59,177011.800000,24,42.905443,46.279305,-3961804.521735,3348986.073823,3698320.582478
tokyo,run2,"G,E,J","G,E,J",-,60,177012.000000,23,41.834460,44.980264,-3961803.073569,3348986.235637,3698320.570548
tokyo,run2,"G,E,J","G,E,J",-,61,177012.199999,23,41.811028,44.944261,-3961803.056464,3348986.252946,3698320.506809
tokyo,run2,"G,E,J","G,E,J",-,62,177012.400000,23,41.809799,44.998312,-3961803.147796,3348986.331718,3698320.595802
tokyo,run2,"G,E,J","G,E,J",-,63,177012.599999,23,41.827249,45.036719,-3961803.188618,3348986.342989,3698320.645048
tokyo,run2,"G,E,J","G,E,J",-,64,177012.800000,23,41.695925,44.928386,-3961803.128807,3348986.464527,3698320.662084
tokyo,run2,"G,E,J","G,E,J",-,65,177013.000000,23,41.701506,44.896168,-3961803.097048,3348986.431791,3698320.552649
tokyo,run2,"G,E,J","G,E,J",-,66,177013.199999,23,41.712785,44.828323,-3961802.914460,3348986.259789,3698320.536971
tokyo,run2,"G,E,J","G,E,J",-,67,177013.400000,23,41.860849,44.999387,-3961803.104580,3348986.228431,3698320.518704
tokyo,run2,"G,E,J","G,E,J",-,68,177013.599999,23,41.837469,44.994997,-3961803.135266,3348986.285856,3698320.515398
tokyo,run2,"G,E,J","G,E,J",-,69,177013.800000,23,41.872696,45.018547,-3961803.154349,3348986.256505,3698320.478525
tokyo,run2,"G,E,J","G,E,J",-,70,177014.000000,23,41.889268,45.027416,-3961803.160294,3348986.240184,3698320.456290
tokyo,run2,"G,E,J","G,E,J",-,71,177014.199999,23,41.898598,45.059102,-3961803.186686,3348986.249249,3698320.527469
tokyo,run2,"G,E,J","G,E,J",-,72,177014.400000,24,43.342371,46.936050,-3961805.374338,3348986.238092,3698320.669020
tokyo,run2,"G,E,J","G,E,J",-,73,177014.599999,24,43.114015,46.666085,-3961805.024564,3348986.230332,3698320.783953
tokyo,run2,"G,E,J","G,E,J",-,74,177014.800000,24,43.109814,46.615094,-3961804.965546,3348986.187941,3698320.673140
tokyo,run2,"G,E,J","G,E,J",-,75,177015.000000,24,43.071334,46.551076,-3961804.884239,3348986.168626,3698320.648718
tokyo,run2,"G,E,J","G,E,J",-,76,177015.199999,24,43.146135,46.603146,-3961804.906648,3348986.089791,3698320.618058
tokyo,run2,"G,E,J","G,E,J",-,77,177015.400000,24,43.077597,46.555316,-3961804.834554,3348986.113614,3698320.744035
tokyo,run2,"G,E,J","G,E,J",-,78,177015.599999,23,41.967033,45.068633,-3961803.050409,3348986.040323,3698320.606834
tokyo,run2,"G,E,J","G,E,J",-,79,177015.800000,23,41.904860,45.013144,-3961803.012754,3348986.089848,3698320.613621
tokyo,run2,"G,E,J","G,E,J",-,80,177016.000000,23,42.019145,45.129158,-3961803.170059,3348986.076126,3698320.503757
tokyo,run2,"G,E,J","G,E,J",-,81,177016.199999,23,41.877919,45.041821,-3961803.113625,3348986.211515,3698320.648224
tokyo,run2,"G,E,J","G,E,J",-,82,177016.399999,23,41.871672,45.075988,-3961803.183706,3348986.279242,3698320.698395
tokyo,run2,"G,E,J","G,E,J",-,83,177016.600000,23,41.947947,45.201478,-3961803.360806,3348986.330793,3698320.716029
tokyo,run2,"G,E,J","G,E,J",-,84,177016.800000,23,41.938608,45.235890,-3961803.451798,3348986.421284,3698320.735517
tokyo,run2,"G,E,J","G,E,J",-,85,177017.000000,23,41.982469,45.267613,-3961803.448450,3348986.360114,3698320.753113
tokyo,run2,"G,E,J","G,E,J",-,86,177017.199999,23,41.996003,45.270896,-3961803.438721,3348986.334007,3698320.744403
tokyo,run2,"G,E,J","G,E,J",-,87,177017.399999,23,41.952607,45.239418,-3961803.412535,3348986.368063,3698320.781879
tokyo,run2,"G,E,J","G,E,J",-,88,177017.600000,23,41.884625,45.235388,-3961803.462587,3348986.499237,3698320.879612
tokyo,run2,"G,E,J","G,E,J",-,89,177017.800000,24,43.137319,46.887069,-3961805.428451,3348986.548322,3698320.951626
tokyo,run2,"G,E,J","G,E,J",-,90,177018.000000,24,43.120594,46.848298,-3961805.394911,3348986.543461,3698320.889236
tokyo,run2,"G,E,J","G,E,J",-,91,177018.199999,24,43.205960,46.913238,-3961805.436221,3348986.467410,3698320.853673
tokyo,run2,"G,E,J","G,E,J",-,92,177018.399999,24,43.184188,46.877406,-3961805.376214,3348986.442908,3698320.870057
tokyo,run2,"G,E,J","G,E,J",-,93,177018.600000,24,43.152597,46.763560,-3961805.220967,3348986.353164,3698320.740721
tokyo,run2,"G,E,J","G,E,J",-,94,177018.800000,24,43.132635,46.781819,-3961805.267200,3348986.418426,3698320.795648
tokyo,run2,"G,E,J","G,E,J",-,95,177019.000000,24,43.166412,46.826007,-3961805.291811,3348986.393028,3698320.850071
tokyo,run2,"G,E,J","G,E,J",-,96,177019.199999,24,43.269865,46.913942,-3961805.354404,3348986.311218,3698320.824004
tokyo,run2,"G,E,J","G,E,J",-,97,177019.399999,24,43.330963,46.959092,-3961805.351568,3348986.226229,3698320.853633
tokyo,run2,"G,E,J","G,E,J",-,98,177019.600000,24,43.343897,46.979344,-3961805.375357,3348986.229604,3698320.862280
tokyo,run2,"G,E,J","G,E,J",-,99,177019.800000,24,43.307981,46.957268,-3961805.375074,3348986.276952,3698320.869098
tokyo,run2,"G,E,J","G,E,J",-,100,177020.000000,24,43.238937,46.873108,-3961805.299633,3348986.303851,3698320.834269
tokyo,run2,"G,E,J","G,E,J",-,101,177020.199999,24,43.277788,46.854813,-3961805.187499,3348986.153178,3698320.847651
tokyo,run2,"G,E,J","G,E,J",-,102,177020.399999,24,43.246654,46.828248,-3961805.161443,3348986.170039,3698320.867102
tokyo,run2,"G,E,J","G,E,J",-,103,177020.600000,24,43.165683,46.720553,-3961805.069482,3348986.197675,3698320.791003
tokyo,run2,"G,E,J","G,E,J",-,104,177020.800000,24,43.268558,46.805605,-3961805.118915,3348986.112213,3698320.767728
tokyo,run2,"G,E,J","G,E,J",-,105,177021.000000,24,43.305837,46.888073,-3961805.197801,3348986.154606,3698320.859004
tokyo,run2,"G,E,J","G,E,J",-,106,177021.199999,24,43.308583,46.878870,-3961805.139129,3348986.132796,3698320.888798
tokyo,run2,"G,E,J","G,E,J",-,107,177021.399999,24,43.372211,46.950918,-3961805.209703,3348986.158693,3698320.849137
tokyo,run2,"G,E,J","G,E,J",-,108,177021.600000,24,43.409822,46.942893,-3961805.125715,3348986.098852,3698320.801205
tokyo,run2,"G,E,J","G,E,J",-,109,177021.800000,24,43.420768,46.843205,-3961804.936479,3348986.003908,3698320.588434
tokyo,run2,"G,E,J","G,E,J",-,110,177022.000000,24,43.342705,46.667697,-3961804.676963,3348985.972711,3698320.418886
tokyo,run2,"G,E,J","G,E,J",-,111,177022.199999,24,43.325399,46.578731,-3961804.481103,3348985.923576,3698320.332196
tokyo,run2,"G,E,J","G,E,J",-,112,177022.399999,24,43.541638,46.955474,-3961804.849470,3348986.060699,3698320.632850
tokyo,run2,"G,E,J","G,E,J",-,113,177022.600000,24,43.683182,47.166950,-3961804.928531,3348986.049164,3698320.926329
tokyo,run2,"G,E,J","G,E,J",-,114,177022.800000,24,43.502288,46.951049,-3961804.693250,3348986.230992,3698320.791070
tokyo,run2,"G,E,J","G,E,J",-,115,177023.000000,24,43.275929,46.719753,-3961804.418814,3348986.466452,3698320.773556
tokyo,run2,"G,E,J","G,E,J",-,116,177023.199999,24,43.271720,46.602061,-3961804.069666,3348986.375236,3698320.705451
tokyo,run2,"G,E,J","G,E,J",-,117,177023.399999,24,43.286459,46.582153,-3961803.899157,3348986.460660,3698320.652173
tokyo,run2,"G,E,J","G,E,J",-,118,177023.600000,24,43.245225,46.552284,-3961803.767618,3348986.681312,3698320.633688
tokyo,run2,"G,E,J","G,E,J",-,119,177023.800000,24,43.205438,46.470048,-3961803.587988,3348986.897995,3698320.420657
tokyo,run2,"G,E,J","G,E,J",-,120,177024.000000,24,43.258276,46.565560,-3961803.502868,3348987.052888,3698320.583680
tokyo,run2,"G,E,J","G,E,J",-,121,177024.199999,24,43.133299,46.732826,-3961803.815603,3348987.832170,3698320.839329
tokyo,run2,"G,E,J","G,E,J",-,122,177024.399999,23,33.684723,51.482985,-3961812.867283,3349010.986068,3698326.312840
tokyo,run2,"G,E,J","G,E,J",-,123,177024.600000,24,41.869914,46.588028,-3961804.277166,3348990.687972,3698321.980113
tokyo,run2,"G,E,J","G,E,J",-,124,177024.800000,24,41.757718,46.443355,-3961803.673110,3348990.638999,3698322.500609
tokyo,run2,"G,E,J","G,E,J",-,125,177025.000000,24,41.549670,46.354898,-3961803.329129,3348990.999438,3698322.937233
tokyo,run2,"G,E,J","G,E,J",-,126,177025.199999,24,41.449299,46.474257,-3961803.077546,3348991.268340,3698323.771055
tokyo,run2,"G,E,J","G,E,J",-,127,177025.399999,24,41.041349,46.421267,-3961803.160608,3348992.394952,3698323.831348
tokyo,run2,"G,E,J","G,E,J",-,128,177025.600000,23,38.233955,45.865535,-3961803.886495,3348997.525138,3698324.682571
tokyo,run2,"G,E,J","G,E,J",-,129,177025.800000,24,40.436380,46.048584,-3961802.595338,3348993.790333,3698323.751938
tokyo,run2,"G,E,J","G,E,J",-,130,177026.000000,24,40.124850,45.879441,-3961802.041777,3348994.171472,3698324.374826
tokyo,run2,"G,E,J","G,E,J",-,131,177026.199999,24,39.563703,46.029680,-3961802.005111,3348995.364192,3698325.537846
tokyo,run2,"G,E,J","G,E,J",-,132,177026.399999,22,27.933665,57.413019,-3961812.166974,3349026.557401,3698332.355624
tokyo,run2,"G,E,J","G,E,J",-,133,177026.600000,23,31.849875,51.990000,-3961808.735427,3349015.367169,3698330.524948
tokyo,run2,"G,E,J","G,E,J",-,134,177026.800000,22,27.291689,57.895556,-3961811.199971,3349028.171661,3698333.477412
tokyo,run2,"G,E,J","G,E,J",-,135,177027.000000,23,31.585471,52.215001,-3961807.870002,3349016.199236,3698331.524870
tokyo,run2,"G,E,J","G,E,J",-,136,177027.199999,23,31.777819,52.284859,-3961807.447227,3349016.049062,3698332.012610
tokyo,run2,"G,E,J","G,E,J",-,137,177027.399999,24,42.376982,46.194486,-3961796.807815,3348990.235652,3698326.874062
tokyo,run2,"G,E,J","G,E,J",-,138,177027.600000,24,42.490994,46.077462,-3961796.005950,3348989.972342,3698327.000509
tokyo,run2,"G,E,J","G,E,J",-,139,177027.800000,24,42.782010,46.026169,-3961795.075000,3348989.346902,3698327.093357
tokyo,run2,"G,E,J","G,E,J",-,140,177028.000000,24,42.935609,46.210528,-3961794.732844,3348989.427912,3698327.572432
tokyo,run2,"G,E,J","G,E,J",-,141,177028.199999,24,42.828061,46.164051,-3961794.271848,3348989.749657,3698328.017063
tokyo,run2,"G,E,J","G,E,J",-,142,177028.399999,24,42.710564,46.125407,-3961793.829718,3348990.089833,3698328.497485
tokyo,run2,"G,E,J","G,E,J",-,143,177028.600000,24,42.524293,46.186776,-3961793.601001,3348990.695222,3698329.212313
tokyo,run2,"G,E,J","G,E,J",-,144,177028.800000,23,32.586900,50.848695,-3961802.357512,3349014.563829,3698334.458458
tokyo,run2,"G,E,J","G,E,J",-,145,177029.000000,23,38.600644,45.258541,-3961794.577297,3348998.186772,3698331.069518
tokyo,run2,"G,E,J","G,E,J",-,146,177029.199999,23,32.110981,51.106693,-3961801.639230,3349016.059619,3698335.141641
tokyo,run2,"G,E,J","G,E,J",-,147,177029.399999,23,37.761881,45.428501,-3961794.420331,3349000.468164,3698331.966164
tokyo,run2,"G,E,J","G,E,J",-,148,177029.600000,24,40.046290,45.830353,-3961793.207782,3348996.718433,3698331.537365
tokyo,run2,"G,E,J","G,E,J",-,149,177029.800000,19,38.095047,85.041300,-3961803.634300,3349078.211459,3698339.312107
tokyo,run2,"G,E,J","G,E,J",-,150,177030.000000,23,31.666086,52.178751,-3961800.656383,3349018.444707,3698336.959970
tokyo,run2,"G,E,J","G,E,J",-,151,177030.199999,24,39.786787,46.253913,-3961792.537554,3348998.128173,3698333.193262
tokyo,run2,"G,E,J","G,E,J",-,152,177030.399999,22,36.757765,46.095407,-3961793.338794,3349003.771188,3698334.505688
tokyo,run2,"G,E,J","G,E,J",-,153,177030.600000,24,38.881625,46.534984,-3961792.632829,3349000.669466,3698334.192226
tokyo,run2,"G,E,J","G,E,J",-,154,177030.800000,22,31.502418,45.535610,-3961793.010364,3349013.016520,3698335.222615
tokyo,run2,"G,E,J","G,E,J",-,155,177031.000000,21,25.296927,64.118195,-3961802.315822,3349044.770840,3698341.418045
tokyo,run2,"G,E,J","G,E,J",-,156,177031.199999,21,25.205852,63.810548,-3961801.653933,3349044.729281,3698341.648243
tokyo,run2,"G,E,J","G,E,J",-,157,177031.399999,21,25.318974,64.143216,-3961801.389198,3349045.297794,3698341.950608
tokyo,run2,"G,E,J","G,E,J",-,158,177031.600000,20,29.966110,81.282740,-3961804.385846,3349068.743380,3698346.189196
tokyo,run2,"G,E,J","G,E,J",-,159,177031.800000,20,30.198028,81.702771,-3961804.184416,3349069.305222,3698346.517564
tokyo,run2,"G,E,J","G,E,J",-,160,177032.000000,20,29.709532,81.566753,-3961803.952278,3349068.962495,3698347.155722
tokyo,run2,"G,E,J","G,E,J",-,161,177032.200000,20,29.723333,81.789003,-3961803.546397,3349069.434394,3698347.568177
tokyo,run2,"G,E,J","G,E,J",-,162,177032.399999,20,29.517043,81.600480,-3961803.201668,3349069.258286,3698347.880201
tokyo,run2,"G,E,J","G,E,J",-,163,177032.600000,20,29.302596,81.772594,-3961802.850133,3349069.538474,3698348.454025
tokyo,run2,"G,E,J","G,E,J",-,164,177032.799999,20,29.188281,81.862950,-3961802.552192,3349069.719843,3698348.858252
tokyo,run2,"G,E,J","G,E,J",-,165,177033.000000,20,29.274927,81.270648,-3961802.002267,3349069.402916,3698348.585985
tokyo,run2,"G,E,J","G,E,J",-,166,177033.200000,20,29.308547,81.213326,-3961801.957272,3349069.233179,3698348.659950
tokyo,run2,"G,E,J","G,E,J",-,167,177033.399999,20,29.320740,81.784113,-3961801.897856,3349069.861987,3698349.198887
tokyo,run2,"G,E,J","G,E,J",-,168,177033.600000,21,24.203712,65.542245,-3961799.287888,3349045.949024,3698347.016497
tokyo,run2,"G,E,J","G,E,J",-,169,177033.799999,21,24.024614,65.852887,-3961799.102889,3349046.617880,3698347.304662
tokyo,run2,"G,E,J","G,E,J",-,170,177034.000000,21,24.163123,66.875612,-3961799.335942,3349048.094293,3698347.516054
tokyo,run2,"G,E,J","G,E,J",-,171,177034.200000,21,24.576042,67.091859,-3961799.653576,3349047.886720,3698347.480663
tokyo,run2,"G,E,J","G,E,J",-,172,177034.399999,21,24.526818,66.330222,-3961799.316872,3349046.745655,3698347.491889
tokyo,run2,"G,E,J","G,E,J",-,173,177034.600000,21,24.514964,66.166888,-3961799.084125,3349046.794292,3698347.407902
tokyo,run2,"G,E,J","G,E,J",-,174,177034.799999,21,24.489534,66.285291,-3961799.204426,3349046.676013,3698347.624125
tokyo,run2,"G,E,J","G,E,J",-,175,177035.000000,21,24.452137,66.164262,-3961799.129822,3349046.537161,3698347.628650
tokyo,run2,"G,E,J","G,E,J",-,176,177035.200000,22,26.448254,59.428078,-3961797.193960,3349035.427234,3698345.510880
tokyo,run2,"G,E,J","G,E,J",-,177,177035.399999,22,26.495827,59.292504,-3961797.155239,3349035.195707,3698345.453637
tokyo,run2,"G,E,J","G,E,J",-,178,177035.600000,22,26.610557,59.106200,-3961797.064696,3349035.151399,3698345.130489
tokyo,run2,"G,E,J","G,E,J",-,179,177035.799999,22,26.729254,59.137160,-3961797.148158,3349034.913734,3698345.210867
