run,epoch_index,gps_time_s,gps_satellite_count,multi_satellite_count,extra_satellite_count,gps_residual_p95_abs_m,gps_residual_max_abs_m,multi_residual_p95_abs_m,multi_residual_max_abs_m,multi_bias_range_m,solution_gap_2d_m
Shinjuku,3224,281666.800000,6,10,4,46.837180,50.583166,42.509331,45.168590,9.857684,4.994132
Shinjuku,3225,281666.899999,6,10,4,46.040600,49.097935,42.396790,44.300681,9.494771,4.530942
Shinjuku,3226,281667.000000,6,10,4,45.848512,48.558721,42.505970,43.855914,9.432768,4.455522
Shinjuku,3227,281667.100000,6,10,4,45.821660,48.545714,42.467802,43.820924,9.356985,4.479619
Shinjuku,3228,281667.199999,6,10,4,47.669258,51.128050,43.709182,46.263054,10.105569,4.504424
Shinjuku,3229,281667.300000,6,10,4,49.194441,53.824567,44.120831,48.177731,10.945487,5.087530
Shinjuku,3230,281667.399999,6,10,4,47.565954,51.330727,43.295896,46.282397,10.234571,4.667132
Shinjuku,3231,281667.500000,6,10,4,47.284355,50.896048,43.145008,45.865980,9.987639,4.586616
Shinjuku,3232,281667.600000,5,9,4,14.520648,14.818231,23.993209,28.523837,20.553010,18.406031
Shinjuku,3233,281667.699999,5,9,4,14.630743,14.930801,23.939080,28.551113,20.295560,18.347613
Shinjuku,3234,281667.800000,5,8,3,14.538957,14.837351,21.981632,22.160748,8.883970,9.562397
Shinjuku,3235,281667.899999,5,8,3,14.510326,14.837325,21.698250,21.824672,9.093968,9.556834
Shinjuku,3236,281668.000000,5,8,3,14.556296,14.869288,22.712640,23.213994,8.191487,9.960246
Shinjuku,3237,281668.100000,5,8,3,14.603449,14.917673,22.134331,22.208525,9.233693,9.953969
Shinjuku,3238,281668.199999,5,8,3,14.344254,14.638882,21.611496,21.628226,8.932741,9.598894
Shinjuku,3239,281668.300000,5,8,3,14.356908,14.694909,21.773476,22.005461,8.645712,9.228245
Shinjuku,3240,281668.399999,5,8,3,14.061534,14.364726,22.148886,22.720294,7.878747,9.235864
Shinjuku,3241,281668.500000,5,8,3,13.966157,14.280792,21.886278,22.072431,8.183348,9.461672
Shinjuku,3242,281668.600000,5,8,3,13.841401,14.153871,22.211208,22.400124,8.737286,9.803017
Shinjuku,3243,281668.699999,5,8,3,13.842458,14.141919,22.404332,23.085902,9.418958,10.061793
Shinjuku,3244,281668.800000,5,8,3,13.996500,14.341846,23.643632,24.731833,9.919335,10.686032
Shinjuku,3245,281668.899999,5,8,3,13.892315,14.206999,23.357952,23.988873,9.200770,10.828776
Shinjuku,3246,281669.000000,4,7,3,0.000000,0.000000,22.560118,23.188971,13.604982,12.099214
Shinjuku,3247,281669.100000,4,7,3,0.000000,0.000000,22.564357,23.360746,13.862901,12.839994
Shinjuku,3248,281669.199999,5,9,4,31.835224,33.708087,34.790527,37.436231,16.919941,126.809860
Shinjuku,3249,281669.300000,5,9,4,32.700187,35.228510,35.057688,39.171904,17.299769,127.017163
Shinjuku,3250,281669.399999,5,9,4,30.782667,33.245541,33.100897,37.392788,16.682037,123.789456
Shinjuku,3251,281669.500000,5,9,4,30.641368,33.020982,33.014460,37.182582,16.405703,123.239438
Shinjuku,3252,281669.600000,5,9,4,30.461512,32.979489,32.775145,36.973663,15.222866,123.130107
Shinjuku,3253,281669.699999,5,9,4,30.775904,33.422629,32.889103,37.388886,14.948556,121.756429
Shinjuku,3254,281669.800000,5,9,4,29.784908,32.421368,31.758533,36.002224,14.076767,117.715796
Shinjuku,3255,281669.899999,5,9,4,29.098497,31.330981,31.427079,34.858281,14.079082,117.907105
Shinjuku,3256,281670.000000,4,8,4,0.000000,0.000000,21.454020,21.932443,23.669366,111.347881
Shinjuku,3257,281670.100000,4,8,4,0.000000,0.000000,21.603599,22.251654,23.915493,110.499139
Shinjuku,3258,281670.199999,4,7,3,0.000000,0.000000,6.963833,6.988943,39.411943,5.599285
Shinjuku,3259,281670.300000,4,7,3,0.000000,0.000000,6.972382,6.997984,39.450238,5.741689
Shinjuku,3260,281670.399999,4,7,3,0.000000,0.000000,6.569651,6.593628,39.451595,5.334472
Shinjuku,3261,281670.500000,4,7,3,0.000000,0.000000,6.577939,6.648755,39.488716,5.476475
Shinjuku,3262,281670.600000,4,7,3,0.000000,0.000000,6.780237,6.816324,38.652103,5.678009
Shinjuku,3263,281670.699999,4,7,3,0.000000,0.000000,6.799999,6.812236,38.594836,5.697053
Shinjuku,3264,281670.800000,4,7,3,0.000000,0.000000,7.149941,7.188683,38.610367,5.845906
Shinjuku,3265,281670.899999,4,7,3,0.000000,0.000000,7.121991,7.197312,38.668541,5.959056
Shinjuku,3266,281671.000000,4,7,3,0.000000,0.000000,7.161565,7.286476,39.040188,6.018659
Shinjuku,3267,281671.100000,4,7,3,0.000000,0.000000,7.153049,7.277811,39.035259,6.038244
Shinjuku,3268,281671.199999,4,8,4,0.000000,0.000000,9.605548,9.900887,35.438111,23.656624
Shinjuku,3269,281671.300000,4,8,4,0.000000,0.000000,9.662829,9.988021,35.415140,23.401408
Shinjuku,3270,281671.399999,4,8,4,0.000000,0.000000,9.833817,10.291895,35.595733,23.334256
Shinjuku,3271,281671.500000,4,8,4,0.000000,0.000000,9.934968,10.505527,35.683799,23.167193
Shinjuku,3272,281671.600000,4,8,4,0.000000,0.000000,9.902261,10.534320,35.097811,22.798962
Shinjuku,3273,281671.699999,4,8,4,0.000000,0.000000,9.977004,10.700504,35.111008,22.366936
Shinjuku,3274,281671.800000,4,8,4,0.000000,0.000000,10.034854,10.671506,35.382585,23.064117
Shinjuku,3275,281671.899999,4,8,4,0.000000,0.000000,10.066181,10.674889,35.365612,23.222002
Shinjuku,3276,281672.000000,4,8,4,0.000000,0.000000,10.415599,10.911874,34.831361,24.469471
Shinjuku,3277,281672.100000,4,8,4,0.000000,0.000000,10.446282,10.799965,34.756858,24.737529
Shinjuku,3278,281672.200000,4,7,3,0.000000,0.000000,7.406552,7.459205,38.754086,6.143826
Shinjuku,3279,281672.299999,4,7,3,0.000000,0.000000,7.386658,7.425741,38.747130,6.161268
Shinjuku,3280,281672.399999,4,7,3,0.000000,0.000000,7.387843,7.427398,38.882185,6.106395
Shinjuku,3281,281672.500000,4,7,3,0.000000,0.000000,7.399168,7.451459,38.888290,6.158061
Shinjuku,3282,281672.600000,4,7,3,0.000000,0.000000,7.343989,7.408599,38.223864,5.986664
Shinjuku,3283,281672.700000,4,7,3,0.000000,0.000000,7.352098,7.416779,38.231783,6.004160
Shinjuku,3284,281672.799999,4,8,4,0.000000,0.000000,12.084675,12.503970,33.965179,27.210585
Shinjuku,3285,281672.899999,4,8,4,0.000000,0.000000,12.225981,12.711323,33.929716,27.461648
Shinjuku,3286,281673.000000,4,8,4,0.000000,0.000000,12.298163,12.821238,34.569052,28.157884
Shinjuku,3287,281673.100000,4,8,4,0.000000,0.000000,12.378842,12.923823,34.432037,28.651948
Shinjuku,3288,281673.799999,4,8,4,0.000000,0.000000,12.544948,12.835638,33.709891,29.056709
Shinjuku,3289,281673.899999,4,8,4,0.000000,0.000000,12.541231,12.828378,33.540735,29.514137
Shinjuku,3290,281676.399999,4,9,5,0.000000,0.000000,21.077726,24.918169,9.570926,20.337604
Shinjuku,3291,281676.500000,4,9,5,0.000000,0.000000,20.941228,24.672392,9.445264,20.154846
Shinjuku,3292,281676.600000,4,9,5,0.000000,0.000000,19.882903,22.885803,9.209580,19.573603
Shinjuku,3293,281676.700000,4,9,5,0.000000,0.000000,19.858441,22.927245,9.057782,19.507665
Shinjuku,3294,281676.799999,4,9,5,0.000000,0.000000,20.340841,23.350320,9.782317,20.097412
Shinjuku,3295,281676.899999,4,9,5,0.000000,0.000000,20.244419,23.041155,10.032758,20.221227
Shinjuku,3296,281677.000000,4,9,5,0.000000,0.000000,20.485423,23.416119,10.449465,20.212275
Shinjuku,3297,281677.100000,4,9,5,0.000000,0.000000,20.408873,23.159418,10.648582,20.356992
Shinjuku,3298,281677.200000,4,9,5,0.000000,0.000000,20.651881,23.490416,10.634599,20.294878
Shinjuku,3299,281677.299999,4,9,5,0.000000,0.000000,20.688418,23.509920,10.709397,20.344723
Shinjuku,3300,281677.399999,4,9,5,0.000000,0.000000,20.702266,23.308151,11.161981,20.417300
Shinjuku,3301,281677.500000,4,9,5,0.000000,0.000000,20.643503,23.249702,11.085975,20.375216
Shinjuku,3302,281677.600000,4,9,5,0.000000,0.000000,20.367187,22.826185,11.566044,20.031817
Shinjuku,3303,281677.700000,4,9,5,0.000000,0.000000,20.222637,22.513554,11.665678,20.002558
Shinjuku,3304,281677.799999,4,9,5,0.000000,0.000000,20.402966,22.776427,11.585904,20.169534
Shinjuku,3305,281677.899999,4,9,5,0.000000,0.000000,20.448078,22.786679,11.742928,20.352847
Shinjuku,3306,281678.000000,4,9,5,0.000000,0.000000,20.726549,23.032115,11.917585,20.695652
Shinjuku,3307,281678.100000,4,9,5,0.000000,0.000000,20.681882,22.939434,12.038248,20.646954
Shinjuku,3308,281678.200000,4,10,6,0.000000,0.000000,22.701831,23.915439,15.260696,31.069004
Shinjuku,3309,281678.299999,4,10,6,0.000000,0.000000,22.727701,23.966484,15.241977,31.284508
Shinjuku,3310,281678.399999,5,10,5,38.098751,38.210682,38.084963,44.698118,19.854553,30.139131
Shinjuku,3311,281678.500000,5,10,5,38.301416,38.431960,38.195429,44.433803,19.527364,30.226277
Shinjuku,3312,281678.600000,5,10,5,38.021392,38.033770,38.122640,44.652615,18.833931,31.102397
Shinjuku,3313,281678.700000,5,10,5,38.316739,38.465267,38.183839,44.494013,18.538847,31.620632
Shinjuku,3314,281678.799999,4,10,6,0.000000,0.000000,26.187641,30.481993,2.523229,31.899770
Shinjuku,3315,281678.899999,4,10,6,0.000000,0.000000,26.037488,30.181440,2.636495,31.501138
Shinjuku,3316,281679.000000,4,10,6,0.000000,0.000000,26.164210,30.298657,2.509878,30.528522
Shinjuku,3317,281679.100000,4,10,6,0.000000,0.000000,26.058808,29.964981,2.688824,30.169773
Shinjuku,3318,281679.200000,4,10,6,0.000000,0.000000,26.678110,30.717560,2.588453,30.094627
Shinjuku,3319,281679.299999,4,10,6,0.000000,0.000000,26.845696,30.832977,2.486770,30.370244
Shinjuku,3320,281679.399999,4,10,6,0.000000,0.000000,27.934394,31.321677,2.665210,30.515585
Shinjuku,3321,281679.500000,4,10,6,0.000000,0.000000,28.069985,31.733380,2.402585,30.972570
Shinjuku,3322,281679.600000,4,11,7,0.000000,0.000000,28.006518,28.367158,6.403307,28.363419
Shinjuku,3323,281679.700000,4,11,7,0.000000,0.000000,27.894540,28.400871,6.355597,28.499063
Shinjuku,3324,281679.799999,4,10,6,0.000000,0.000000,29.959784,33.251519,1.487653,33.057608
Shinjuku,3325,281679.899999,4,10,6,0.000000,0.000000,29.977483,32.818871,1.688505,32.654048
Shinjuku,3326,281680.000000,5,11,6,39.515308,39.645462,39.668327,49.436438,20.548493,19.422979
Shinjuku,3327,281680.100000,5,11,6,40.329267,40.827915,39.847293,49.149421,20.079126,19.519370
Shinjuku,3328,281680.200000,5,11,6,40.924863,41.419196,40.512770,49.418735,20.472171,18.647636
Shinjuku,3329,281680.299999,5,11,6,42.145678,43.279711,40.715073,48.455562,19.691971,18.818444
Shinjuku,3330,281680.399999,4,10,6,0.000000,0.000000,30.754591,30.925217,2.513093,31.229213
Shinjuku,3331,281680.500000,4,10,6,0.000000,0.000000,30.811434,31.024191,2.585252,30.797653
Shinjuku,3332,281680.600000,4,10,6,0.000000,0.000000,31.514198,32.036786,2.458344,30.559708
Shinjuku,3333,281680.700000,4,10,6,0.000000,0.000000,31.905061,32.747974,2.422809,30.779518
Shinjuku,3334,281680.799999,4,9,5,0.000000,0.000000,22.205354,24.538531,12.122794,28.235937
Shinjuku,3335,281680.899999,4,9,5,0.000000,0.000000,22.422195,24.803543,12.487536,28.558190
Shinjuku,3336,281681.000000,4,8,4,0.000000,0.000000,19.006710,19.438681,6.787211,11.889670
Shinjuku,3337,281681.100000,4,8,4,0.000000,0.000000,18.831104,19.007096,6.760614,11.808836
Shinjuku,3338,281681.200000,4,8,4,0.000000,0.000000,18.800484,18.871505,6.854383,11.916053
Shinjuku,3339,281681.299999,4,8,4,0.000000,0.000000,18.859916,19.039047,6.883284,11.769218
Shinjuku,3340,281681.399999,4,8,4,0.000000,0.000000,19.771413,20.112020,7.420578,11.673940
Shinjuku,3341,281681.500000,4,8,4,0.000000,0.000000,19.763233,20.066949,7.368764,11.657506
Shinjuku,3342,281681.600000,5,9,4,42.504962,43.690454,40.315212,41.012237,28.335818,5.280119
Shinjuku,3343,281681.700000,5,9,4,43.190117,44.713931,40.330684,40.524534,27.900466,5.557441
Shinjuku,3344,281681.799999,4,8,4,0.000000,0.000000,19.676929,19.895677,7.026160,11.514251
Shinjuku,3345,281681.899999,4,8,4,0.000000,0.000000,19.768105,20.235472,7.109275,11.499685
Shinjuku,3346,281682.000000,4,8,4,0.000000,0.000000,19.061107,19.610192,7.249963,11.300518
Shinjuku,3347,281682.100000,4,8,4,0.000000,0.000000,18.936057,19.446528,7.400462,11.133877
Shinjuku,3348,281682.200000,4,8,4,0.000000,0.000000,19.111897,19.668168,7.290100,11.508231
Shinjuku,3349,281682.299999,4,8,4,0.000000,0.000000,19.171119,19.807799,7.407152,11.595447
Shinjuku,3350,281682.399999,4,8,4,0.000000,0.000000,18.999256,19.784518,7.918799,11.430475
Shinjuku,3351,281682.500000,4,8,4,0.000000,0.000000,18.961692,19.749631,7.931832,11.563373
Shinjuku,3352,281682.600000,4,8,4,0.000000,0.000000,17.857695,18.564692,8.107325,11.640378
Shinjuku,3353,281682.700000,4,8,4,0.000000,0.000000,17.999834,18.916560,8.072186,11.713032
Shinjuku,3354,281683.399999,4,8,4,0.000000,0.000000,2.357151,2.476203,52.811499,9.507208
Shinjuku,3355,281683.500000,4,8,4,0.000000,0.000000,2.366132,2.490262,52.716225,9.465542
Shinjuku,3356,281683.600000,4,8,4,0.000000,0.000000,3.440329,3.453912,51.021558,8.593914
Shinjuku,3357,281683.700000,4,8,4,0.000000,0.000000,3.456072,3.497807,51.005254,8.688975
Shinjuku,3358,281683.799999,5,9,4,32.775196,33.828956,32.007062,36.898177,32.259507,5.279422
Shinjuku,3359,281683.899999,5,9,4,32.806500,33.777011,32.114696,36.814843,31.814594,5.394930
Shinjuku,3360,281684.000000,5,10,5,30.914610,31.788676,30.889079,40.695525,35.707925,13.129975
Shinjuku,3361,281684.100000,5,10,5,31.513793,32.685894,31.126122,41.477121,36.057539,13.036025
Shinjuku,3362,281684.200000,5,10,5,29.262817,30.767572,28.635458,39.644913,36.485241,12.871560
Shinjuku,3363,281684.299999,5,10,5,30.209849,32.390164,29.060272,40.779348,37.148959,12.284973
Shinjuku,3364,281684.399999,5,10,5,27.249864,29.467626,28.104957,38.385572,33.664552,12.799183
Shinjuku,3365,281684.500000,5,10,5,27.324747,29.479713,28.173050,38.412683,33.351490,12.929460
Shinjuku,3366,281684.600000,5,10,5,24.510418,26.382610,26.404203,35.193593,31.994376,12.797534
Shinjuku,3367,281684.700000,5,10,5,24.414505,26.237860,26.398348,35.024964,32.094596,12.668036
Shinjuku,3368,281684.799999,5,10,5,23.331409,24.986793,25.837506,33.902830,31.852980,12.789015
Shinjuku,3369,281684.899999,5,10,5,23.049819,24.584189,25.672385,33.185506,31.374053,12.652020
Shinjuku,3370,281685.000000,5,10,5,24.131103,25.831173,26.389776,34.525261,30.920882,12.870696
Shinjuku,3371,281685.100000,5,10,5,24.330881,26.040170,26.428996,35.098035,30.997700,13.267577
Shinjuku,3372,281685.200000,5,10,5,23.659148,25.253171,25.419358,33.814667,30.978244,12.554272
Shinjuku,3373,281685.299999,5,10,5,24.175871,25.986945,25.655333,34.828309,31.173261,12.914204
Shinjuku,3374,281685.399999,5,10,5,23.933916,25.726769,24.524661,34.096585,31.261671,12.252046
Shinjuku,3375,281685.500000,5,10,5,23.640757,25.270083,24.270345,33.569131,31.222127,12.277156
Shinjuku,3376,281685.600000,4,9,5,0.000000,0.000000,9.208463,9.624047,41.132183,6.517536
Shinjuku,3377,281685.700000,4,9,5,0.000000,0.000000,9.248538,9.741196,41.046127,6.444532
Shinjuku,3378,281685.799999,4,9,5,0.000000,0.000000,9.782695,10.234937,40.463911,6.207250
Shinjuku,3379,281685.899999,4,9,5,0.000000,0.000000,9.736712,10.066371,40.576661,6.233167
Shinjuku,3380,281686.000000,4,9,5,0.000000,0.000000,9.533920,9.945456,40.178467,5.494964
Shinjuku,3381,281686.100000,4,9,5,0.000000,0.000000,9.573135,10.015689,40.126384,5.427934
Shinjuku,3382,281686.200000,4,9,5,0.000000,0.000000,9.475253,9.750563,41.382596,5.133788
Shinjuku,3383,281686.299999,4,9,5,0.000000,0.000000,9.420669,9.558870,41.603769,5.141614
Shinjuku,3384,281686.399999,4,9,5,0.000000,0.000000,8.528181,8.591824,41.576116,4.656061
Shinjuku,3385,281686.500000,4,9,5,0.000000,0.000000,8.491000,8.572644,41.814348,4.726998
Shinjuku,3386,281686.600000,4,9,5,0.000000,0.000000,7.922498,7.997326,41.209838,4.479610
Shinjuku,3387,281686.700000,4,9,5,0.000000,0.000000,7.944671,8.040389,41.046242,4.479604
Shinjuku,3388,281686.799999,4,9,5,0.000000,0.000000,8.120751,8.394045,41.076885,4.740359
Shinjuku,3389,281686.899999,4,9,5,0.000000,0.000000,8.089902,8.475136,41.004293,4.779806
Shinjuku,3390,281687.000000,4,9,5,0.000000,0.000000,8.228498,8.745264,40.654723,4.484818
Shinjuku,3391,281687.100000,4,9,5,0.000000,0.000000,8.166427,8.598825,40.799623,4.563809
Shinjuku,3392,281687.200000,5,10,5,21.787296,22.215155,21.697756,25.718448,23.070699,30.080742
Shinjuku,3393,281687.299999,5,10,5,21.892282,22.372624,21.741935,25.891403,23.577221,30.459106
Shinjuku,3394,281687.399999,5,11,6,22.577688,22.579524,22.575127,27.736599,15.049776,45.748199
Shinjuku,3395,281687.500000,5,11,6,22.803850,22.828496,22.773901,28.114747,15.283052,46.364693
Shinjuku,3396,281687.600000,4,10,6,0.000000,0.000000,19.970430,22.425153,7.827282,22.602206
Shinjuku,3397,281687.700000,4,10,6,0.000000,0.000000,19.922526,22.287014,7.836372,22.560409
Shinjuku,3398,281687.799999,4,10,6,0.000000,0.000000,20.699389,23.991857,7.679723,20.808478
Shinjuku,3399,281687.899999,4,10,6,0.000000,0.000000,20.697212,23.898193,7.518006,20.995140
Shinjuku,3400,281688.000000,4,10,6,0.000000,0.000000,21.885461,25.898537,8.026312,21.311280
Shinjuku,3401,281688.100000,4,10,6,0.000000,0.000000,21.960819,26.178473,8.262144,21.432863
Shinjuku,3402,281688.200000,4,10,6,0.000000,0.000000,22.790441,27.433108,7.889189,22.238946
Shinjuku,3403,281688.299999,4,10,6,0.000000,0.000000,22.664636,27.270730,7.703181,22.077651
Shinjuku,3404,281688.399999,4,10,6,0.000000,0.000000,23.401789,28.417925,7.717704,23.090421
Shinjuku,3405,281688.500000,4,10,6,0.000000,0.000000,23.118136,27.547089,7.036953,22.481899
Shinjuku,3406,281688.600000,4,10,6,0.000000,0.000000,23.526347,28.152044,6.443986,23.046214
Shinjuku,3407,281688.700000,4,10,6,0.000000,0.000000,23.450194,27.860930,6.652779,22.903493
Shinjuku,3408,281688.799999,4,10,6,0.000000,0.000000,23.549828,28.083375,6.887639,23.225825
Shinjuku,3409,281688.899999,4,10,6,0.000000,0.000000,23.465624,27.764633,7.303914,22.950690
Shinjuku,3410,281689.000000,4,10,6,0.000000,0.000000,23.175476,27.318956,7.235730,22.572756
Shinjuku,3411,281689.100000,4,10,6,0.000000,0.000000,23.256863,27.641874,7.005574,22.793191
Shinjuku,3412,281689.200000,4,10,6,0.000000,0.000000,23.315085,27.761755,6.551119,22.918485
Shinjuku,3413,281689.299999,4,10,6,0.000000,0.000000,23.390609,28.062698,6.594539,23.155282
Shinjuku,3414,281689.399999,4,10,6,0.000000,0.000000,23.666292,28.659717,6.770644,23.853922
Shinjuku,3415,281689.500000,4,10,6,0.000000,0.000000,23.682293,28.641943,6.667012,23.728198
Shinjuku,3416,281689.600000,4,10,6,0.000000,0.000000,23.452137,28.435064,6.506538,23.466144
Shinjuku,3417,281689.700000,4,10,6,0.000000,0.000000,23.472078,28.523932,6.589221,23.568191
Shinjuku,3418,281689.799999,4,10,6,0.000000,0.000000,23.622740,28.708534,6.673787,23.868794
Shinjuku,3419,281689.899999,4,10,6,0.000000,0.000000,23.656427,28.826475,6.587456,24.105915
Shinjuku,3420,281690.000000,4,10,6,0.000000,0.000000,23.645349,28.587591,7.106004,23.845058
Shinjuku,3421,281690.100000,4,10,6,0.000000,0.000000,23.480435,28.142820,7.252748,23.363444
Shinjuku,3422,281690.200000,4,10,6,0.000000,0.000000,23.545432,28.117681,7.414718,23.446506
Shinjuku,3423,281690.299999,4,10,6,0.000000,0.000000,23.544061,28.208638,7.313248,23.574151
Shinjuku,3424,281690.399999,4,10,6,0.000000,0.000000,23.543864,27.975049,7.079242,23.282756
Shinjuku,3425,281690.500000,4,10,6,0.000000,0.000000,23.525879,27.906639,7.137636,23.264200
Shinjuku,3426,281690.600000,4,10,6,0.000000,0.000000,23.081416,27.407699,7.016555,22.856425
Shinjuku,3427,281690.700000,4,10,6,0.000000,0.000000,23.024315,27.332779,7.094898,22.737022
Shinjuku,3428,281690.799999,4,10,6,0.000000,0.000000,22.682824,26.880502,6.708947,22.230757
Shinjuku,3429,281690.899999,4,10,6,0.000000,0.000000,22.626085,26.728312,6.862310,22.008703
Shinjuku,3430,281691.000000,4,9,5,0.000000,0.000000,21.263341,23.215902,10.850033,23.178843
Shinjuku,3431,281691.100000,4,9,5,0.000000,0.000000,21.453533,23.470530,10.788226,23.420358
Shinjuku,3432,281691.200000,4,9,5,0.000000,0.000000,21.531246,23.663181,11.192377,23.246053
Shinjuku,3433,281691.299999,4,9,5,0.000000,0.000000,21.629152,23.775890,11.099273,23.346413
Shinjuku,3434,281691.399999,4,9,5,0.000000,0.000000,22.250152,24.477849,12.084652,24.127760
Shinjuku,3435,281691.500000,4,9,5,0.000000,0.000000,22.117585,24.275837,12.147415,24.140123
Shinjuku,3436,281691.600000,4,9,5,0.000000,0.000000,22.088148,24.252487,11.904528,24.219172
Shinjuku,3437,281691.700000,4,9,5,0.000000,0.000000,22.154487,24.298144,11.971420,24.377902
Shinjuku,3438,281691.799999,4,9,5,0.000000,0.000000,22.106043,24.110005,12.199464,24.422374
Shinjuku,3439,281691.899999,4,9,5,0.000000,0.000000,22.142216,24.179938,12.189660,24.349569
Shinjuku,3440,281692.000000,4,10,6,0.000000,0.000000,23.178904,27.391744,7.692036,22.632355
Shinjuku,3441,281692.100000,4,10,6,0.000000,0.000000,23.143220,27.337520,7.583147,22.511060
Shinjuku,3442,281692.200000,4,10,6,0.000000,0.000000,23.376743,27.950634,6.568671,23.093626
Shinjuku,3443,281692.299999,4,10,6,0.000000,0.000000,23.368957,27.886749,6.699349,22.998741
Shinjuku,3444,281692.399999,4,9,5,0.000000,0.000000,22.445222,24.650541,12.203043,24.672726
Shinjuku,3445,281692.500000,4,9,5,0.000000,0.000000,22.461526,24.650972,12.089806,24.832012
Shinjuku,3446,281692.600000,4,9,5,0.000000,0.000000,22.269210,24.372766,12.131121,24.683908
Shinjuku,3447,281692.700000,4,9,5,0.000000,0.000000,22.198352,24.289364,12.089944,24.481968
Shinjuku,3448,281692.799999,4,9,5,0.000000,0.000000,22.169097,24.387709,12.089894,24.062591
Shinjuku,3449,281692.899999,4,9,5,0.000000,0.000000,22.181410,24.395852,12.137158,24.038524
Shinjuku,3450,281693.000000,4,9,5,0.000000,0.000000,22.200889,24.339755,12.460902,24.461905
Shinjuku,3451,281693.100000,4,9,5,0.000000,0.000000,22.157353,24.297804,12.342965,24.438935
Shinjuku,3452,281693.200000,4,8,4,0.000000,0.000000,20.863636,23.051347,11.288821,20.642831
Shinjuku,3453,281693.299999,4,8,4,0.000000,0.000000,20.907971,23.161854,11.208700,20.577972
Shinjuku,3454,281693.399999,4,8,4,0.000000,0.000000,21.158184,22.982605,11.319990,20.412047
Shinjuku,3455,281693.500000,4,8,4,0.000000,0.000000,21.148444,22.939793,11.139891,20.325030
Shinjuku,3456,281693.600000,4,8,4,0.000000,0.000000,22.090448,24.972171,24.642011,25.655127
Shinjuku,3457,281693.700000,4,8,4,0.000000,0.000000,22.159448,25.056339,24.691500,25.820282
Shinjuku,3458,281693.799999,4,8,4,0.000000,0.000000,22.606997,25.531759,24.765767,27.116389
Shinjuku,3459,281693.899999,4,8,4,0.000000,0.000000,22.404878,25.002872,24.391341,26.183623
Shinjuku,3460,281694.000000,4,8,4,0.000000,0.000000,22.181735,24.917835,25.182618,25.770780
Shinjuku,3461,281694.100000,4,8,4,0.000000,0.000000,22.294107,25.216322,25.547320,26.256649
Shinjuku,3462,281694.200000,4,8,4,0.000000,0.000000,22.255240,24.853764,24.326285,25.633701
Shinjuku,3463,281694.299999,4,8,4,0.000000,0.000000,22.154392,24.580325,24.357745,25.173005
Shinjuku,3464,281694.399999,4,7,3,0.000000,0.000000,18.261832,18.343241,22.491005,19.155212
Shinjuku,3465,281694.500000,4,7,3,0.000000,0.000000,18.636562,18.828500,22.652447,18.916336
Shinjuku,3466,281694.600000,4,7,3,0.000000,0.000000,19.135733,19.735547,23.039339,18.656313
Shinjuku,3467,281694.700000,4,7,3,0.000000,0.000000,19.611123,20.598843,23.136027,18.477122
Shinjuku,3468,281694.799999,4,7,3,0.000000,0.000000,20.435711,21.777439,22.719406,18.427954
Shinjuku,3469,281694.899999,4,7,3,0.000000,0.000000,20.767336,22.168723,23.123847,18.008068
Shinjuku,3470,281695.000000,4,6,2,0.000000,0.000000,0.000000,0.000000,33.785332,0.000000
Shinjuku,3471,281695.100000,4,6,2,0.000000,0.000000,0.000000,0.000000,33.783257,0.000000
Shinjuku,3472,281695.200000,4,6,2,0.000000,0.000000,0.000000,0.000000,33.804732,0.000000
Shinjuku,3473,281695.299999,4,6,2,0.000000,0.000000,0.000000,0.000000,33.781836,0.000000
Shinjuku,3474,281696.200000,4,7,3,0.000000,0.000000,8.742688,8.912699,46.502517,17.755474
Shinjuku,3475,281696.299999,4,7,3,0.000000,0.000000,8.751806,8.936703,46.506043,17.811292
Shinjuku,3476,281696.399999,4,7,3,0.000000,0.000000,8.673823,8.869248,46.406113,17.558654
Shinjuku,3477,281696.500000,4,7,3,0.000000,0.000000,8.622774,8.785654,46.382536,17.773011
Shinjuku,3478,281696.600000,4,7,3,0.000000,0.000000,8.555953,8.674924,46.375663,17.753948
Shinjuku,3479,281696.700000,4,7,3,0.000000,0.000000,8.552298,8.671910,46.389306,17.830203
Shinjuku,3480,281696.799999,4,9,5,0.000000,0.000000,10.711194,10.894784,36.038268,15.702752
Shinjuku,3481,281696.899999,4,9,5,0.000000,0.000000,10.695814,10.873644,36.003868,15.725216
Shinjuku,3482,281697.000000,4,9,5,0.000000,0.000000,10.371701,10.571480,36.339045,15.859853
Shinjuku,3483,281697.100000,4,9,5,0.000000,0.000000,10.394485,10.583037,36.317413,15.780473
Shinjuku,3484,281697.200000,4,9,5,0.000000,0.000000,10.472901,10.626445,35.775067,14.715459
Shinjuku,3485,281697.299999,4,9,5,0.000000,0.000000,10.483055,10.667376,35.918090,14.729817
Shinjuku,3486,281697.399999,4,9,5,0.000000,0.000000,10.540772,10.736699,36.099232,14.085788
Shinjuku,3487,281697.500000,4,9,5,0.000000,0.000000,10.541297,10.755561,36.088041,14.008742
Shinjuku,3488,281697.600000,4,9,5,0.000000,0.000000,10.566072,10.946380,36.898508,13.574406
Shinjuku,3489,281697.700000,4,9,5,0.000000,0.000000,10.579809,10.943985,36.920096,13.649553
